FLORENCE C. MYINT-DUN,ORINDA,6,Office/outpatient visit est,,190,no,12,
ROBERT B. LEVINE,SAN RAFAEL,35,Office/outpatient visit est,,135,no,11,
TEHMINA KANWAL,LAFAYETTE,27,Office/outpatient visit est,,55,no,12,
ROBERT B. WILLIAMS,SAN FRANCISCO,12,Office/outpatient visit est,315,134,no,15,
SONA M. PATEL,SEBASTOPOL,,Office/outpatient visit est,,221,no,16,
KRISTINA J. KIM,BENICIA,13,Office/outpatient visit est,,48,no,15,
ALICIA A. KNEE,VALLEJO,19,Office/outpatient visit est,,32,no,6,
TOBIN M. SCHNEIDER,SAN MATEO,26,Office/outpatient visit est,,21,no,6,
EILER J. SOMMERHAUG,PETALUMA,21,Office/outpatient visit est,,80,no,12,
ANNE A. CHEN,FAIRFIELD,14,Office/outpatient visit est,,1034,yes,7,
SUSAN G. KRITZIK,REDWOOD CITY,35,Office/outpatient visit est,,114,no,18,
RONALD JOSEPH,LOS GATOS,38,Office/outpatient visit est,,111,no,11,
KATHLEEN TAJIRI,NAPA,28,Office/outpatient visit est,,16,no,7,
KAREN W. CHIU,OAKLAND,,Office/outpatient visit est,,60,no,15,
VINCENT D. LEPORE,SAN JOSE,33,Office/outpatient visit est,,13,no,10,
MARIAN CHIN,SAN FRANCISCO,,Office/outpatient visit est,,242,no,12,
KATHRYN K. RENSCHLER,PALO ALTO,28,Office/outpatient visit est,416,53,no,12,
MICHAEL H. SIU,SAN FRANCISCO,35,Office/outpatient visit est,,45,no,12,
JOHN S. WACHTEL,MENLO PARK,38,Office/outpatient visit est,,25,no,8,
AVON W. KWONG,SAN FRANCISCO,25,Office/outpatient visit est,,54,no,15,
JOHN E. MENDELSON,SAN FRANCISCO,32,Office/outpatient visit est,,61,no,14,
MARIA G. GHERMAN,REDWOOD CITY,38,Office/outpatient visit est,,28,no,12,
UCHENNA A. OKORONKWO,OAKLAND,30,Office/outpatient visit est,,166,no,19,
SANDRA TORRES,SAN JOSE,14,Office/outpatient visit est,,106,no,20,
DANIEL ALEGRIA,PALO ALTO,,Office/outpatient visit est,,20,no,4,
VAIJAYANTHY RANGARAJAN,PALO ALTO,16,Office/outpatient visit est,,140,no,11,
JEFFREY WALTON,PALO ALTO,15,Office/outpatient visit est,,74,no,11,
SANDRA K. OZA,SAN FRANCISCO,6,Office/outpatient visit est,,270,no,10,
ANGELITA D. TANGCO,PITTSBURG,35,Office/outpatient visit est,,32,no,11,
JOEL SKLAR,LARKSPUR,40,Office/outpatient visit est,,667,no,14,
IVAN J. SILVERBERG,SAN FRANCISCO,,Office/outpatient visit est,,24,no,7,
RONALD K. SZETO,OAKLAND,39,Office/outpatient visit est,,413,no,19,
SANDRA E. VALLE,ATHERTON,,Office/outpatient visit est,,24,no,7,
KATE L. DONNELLY,NOVATO,,Office/outpatient visit est,,23,no,11,
CAROLINE S. PARRA,SAN JOSE,10,Office/outpatient visit est,,43,no,15,
IRENE MINKOWSKY,SAN FRANCISCO,40,Office/outpatient visit est,,283,no,12,
LEEWEN LIU,SARATOGA,21,Office/outpatient visit est,,38,no,13,
ETHAN J. WEISS,SAN FRANCISCO,18,Office/outpatient visit est,,80,no,8,
KAM Y. CHEUNG,OAKLAND,26,Office/outpatient visit est,,442,no,20,
NEIL A. LEVIN,SANTA ROSA,25,Office/outpatient visit est,252,925,no,14,
CAROLINE K. STRATZ,MOUNTAIN VIEW,18,Office/outpatient visit est,,45,no,12,
ALISON J. COOK,HAYWARD,25,Office/outpatient visit est,,171,no,17,
AMY B. ELLIOTT,MENLO PARK,10,Office/outpatient visit est,,383,no,12,
GEORGE W. PARKINSON,CAMPBELL,43,Office/outpatient visit est,,146,no,10,
MAGGIE A. WILLIAMS,LOS ALTO,,Office/outpatient visit est,,38,no,9,
KELLY DOYLE-MATTA,FAIRFIELD,,Office/outpatient visit est,,23,no,9,
ANDRA E. BATLIN,BURLINGAME,13,Office/outpatient visit est,,124,no,10,
ROBERT E. MARKISON,SAN FRANCISCO,39,Office/outpatient visit est,,79,no,21,
SANDHYA PRABHAKAR,SUNNYVALE,19,Office/outpatient visit est,,31,no,8,
JAMES MCCARRICK,REDWOOD CITY,20,Office/outpatient visit est,,17,no,10,
SHAWNDRA C. PARISE,SAN RAMON,,Office/outpatient visit est,,70,no,16,
THOMAS L. HAMBRICK,OAKLAND,40,Office/outpatient visit est,,49,no,12,
REBECCA TENNANT,ALBANY,16,Office/outpatient visit est,,16,no,3,
HOWARD E. EDELSTEIN,OAKLAND,32,Office/outpatient visit est,17297,46,no,-2,
BRUCE G. COHEN,SAN FRANCISCO,,Office/outpatient visit est,,17,no,12,
PHUONG THAO VO,FREMONT,13,Office/outpatient visit est,,106,no,12,
DENTEN E. ELDREDGE,VALLEJO,9,Office/outpatient visit est,,243,no,10,
JEFFREY BROWN,LOS GATOS,44,Office/outpatient visit est,,63,no,15,
JOHN D. HOM,SAN JOSE,16,Office/outpatient visit est,,245,no,11,
SUSAN WILSON,SAN FRANCISCO,41,Office/outpatient visit est,,63,no,9,
JERROLD KRAM,ALAMEDA,44,Office/outpatient visit est,,116,no,9,
ANN YOUNKER,PALO ALTO,29,Office/outpatient visit est,,37,no,6,
JAMES A. JEWELL,ANTIOCH,,Office/outpatient visit est,,118,no,18,
JEREMY I. LIEB,CONCORD,17,Office/outpatient visit est,,243,no,16,
MARGARET MANDRY,EMERYVILLE,,Office/outpatient visit est,,11,no,2,
AHMED EL-GHONEIMY,GREENBRAE,22,Office/outpatient visit est,,64,no,8,
ALISON PERRY,OAKLAND,,Office/outpatient visit est,,26,no,8,
FRAZIER HUBBARD,OAKLAND,39,Office/outpatient visit est,,30,no,9,
BERTHA S. JALILIE,CUPERTINO,21,Office/outpatient visit est,434,76,no,5,
CHARBEL J. NADRA,VACAVILLE,14,Office/outpatient visit est,,21,no,10,
TERESA A. YIM,LIVERMORE,30,Office/outpatient visit est,,34,no,9,
LINETTE MARTINEZ,SAN FRANCISCO,,Office/outpatient visit est,,31,no,5,
U. F. BREDEEK,SAN FRANCISCO,18,Office/outpatient visit est,,95,no,14,
ERIC K. NAKAKURA,SAN FRANCISCO,19,Office/outpatient visit est,,33,no,6,
CHINNAVUTH P. DE MONTEIRO,CONCORD,24,Office/outpatient visit est,,688,no,17,
MARGARET KIRKHAM,VALLEJO,6,Office/outpatient visit est,,38,no,14,
JOANNE M. MARCUS,SUNNYVALE,,Office/outpatient visit est,,13,no,2,
ANDREA M. WILCOX,REDWOOD CITY,20,Office/outpatient visit est,,67,no,11,
MICHAEL S. GREENFIELD,MOUNTAIN VIEW,40,Office/outpatient visit est,332,19,no,5,
MICHELLE D. BRICKER,ORINDA,27,Office/outpatient visit est,,67,no,9,
MANPREET S. SANGHARI,SUNNYVALE,18,Office/outpatient visit est,,20,no,4,
VU H. NGUYEN,SAN JOSE,14,Office/outpatient visit est,,297,yes,9,
ERIN H. AMERSON,SAN FRANCISCO,10,Office/outpatient visit est,,29,no,5,
RONALD G. SEGER,MOUNTAIN VIEW,40,Office/outpatient visit est,,52,no,9,
CECILE W. LEE,PLEASANTON,,Office/outpatient visit est,,19,no,12,
MATTHEW T. JOHNSON,FAIRFIELD,49,Office/outpatient visit est,,19,no,7,
SANDRA B. SKATES,VACAVILLE,27,Office/outpatient visit est,,346,no,20,
ROBERT J. STALLONE,BERKELEY,50,Office/outpatient visit est,,24,no,9,
RODOLFO C. SOTO,SAN FRANCISCO,51,Office/outpatient visit est,,309,no,15,
LANA D. LOUIE,OAKLAND,14,Office/outpatient visit est,,57,no,14,
LEE J. LEVITT,SAN JOSE,40,Office/outpatient visit est,2260,388,no,4,
MARGARET A. PODLONE,MOUNTAIN VIEW,,Office/outpatient visit est,,87,no,10,
ROBERT K. LIN,SAN JOSE,39,Office/outpatient visit est,,79,no,17,
RONALD G. CONNOLLY,WALNUT CREEK,48,Office/outpatient visit est,,441,no,19,
FRANK R. NOODLEMAN,CAMPBELL,35,Office/outpatient visit est,,67,no,13,
PRITHVI LEGHA,MOUNTAIN VIEW,28,Office/outpatient visit est,,35,no,13,
GURMEET S. SIDHU,FAIRFIELD,16,Office/outpatient visit est,,20,no,8,
JAMES L. ANDREWS,SAN JOSE,39,Office/outpatient visit est,,20,no,11,
TOBY LEVENSON,SAN JOSE,24,Office/outpatient visit est,,256,no,16,
PETER N. BRETAN,NOVATO,34,Office/outpatient visit est,,273,no,15,
BRIAN M. PARRETT,SAN FRANCISCO,11,Office/outpatient visit est,,53,no,13,
JAMES A. BLACKWELL,LIVERMORE,44,Office/outpatient visit est,,34,no,14,
MAISIE FUNG,MOUNTAIN VIEW,16,Office/outpatient visit est,,94,no,8,
SHELLEY MARKS,PALO ALTO,21,Office/outpatient visit est,,27,no,5,
AHMAD KAMAL,SAN JOSE,,Office/outpatient visit est,,52,no,8,
PHILLIP W. POLIDO,ANTIOCH,37,Office/outpatient visit est,,92,no,9,
WAYNE W. WOLFE,MILL VALLEY,15,Office/outpatient visit est,,57,no,8,
PAUL R. CHIORINI,SUNNYVALE,,Office/outpatient visit est,,21,no,7,
RICHARD L. BLAKE,SAN FRANCISCO,35,Office/outpatient visit est,,471,no,14,
ENG C. SAW,HAYWARD,,Office/outpatient visit est,,16,no,12,
ROBERT L. SIEBEN,CONCORD,50,Office/outpatient visit est,,12,no,10,
RISA BERNASCONI,LOS GATOS,,Office/outpatient visit est,,124,no,18,
DARLENE M. DRECHSLER-FERNANDEZ,SAN FRANCISCO,16,Office/outpatient visit est,,20,no,6,
ROBERT L. WU,SAN LEANDRO,24,Office/outpatient visit est,,754,no,16,
ANDREA E. ASHBY,LAFAYETTE,32,Office/outpatient visit est,,19,no,13,
CYNTHIA LIM,VALLEJO,15,Office/outpatient visit est,,152,no,14,
ALFREDO OVALLE,VACAVILLE,22,Office/outpatient visit est,,37,no,15,
ANTHONY YIN,SAN FRANCISCO,8,Office/outpatient visit est,307,145,no,12,
DINA M. ELARAJ,SAN FRANCISCO,,Office/outpatient visit est,,37,no,11,
DAVID HIROSHIMA,SANTA CLARA,9,Office/outpatient visit est,,91,no,11,
LARA L. WONG,MOUNTAIN VIEW,13,Office/outpatient visit est,,175,no,11,
SUE KNOX,FREMONT,37,Office/outpatient visit est,,20,no,7,
TAEJOON AHN,WALNUT CREEK,17,Office/outpatient visit est,,20,no,6,
KAREN L. KASHKIN,LAFAYETTE,38,Office/outpatient visit est,,30,no,11,
ERIC J. KRAUT,SANTA ROSA,,Office/outpatient visit est,,48,no,15,
GRACE S. ENG,OAKLAND,15,Office/outpatient visit est,,149,no,12,
KRISTINE M. ENG,ORINDA,16,Office/outpatient visit est,,19,no,7,
JANELLE M. WEIGEL,SANTA ROSA,,Office/outpatient visit est,,24,no,10,
DENISE MASSEY,SAN JOSE,25,Office/outpatient visit est,,95,no,8,
WILSON LIAO,SAN FRANCISCO,11,Office/outpatient visit est,,217,no,10,
ROBERT R. SCHAEFER,SANTA ROSA,45,Office/outpatient visit est,,812,no,16,
ANDREA E. WILLIAMS,OAKLAND,26,Office/outpatient visit est,,15,no,6,
JANE DENTON,SAN FRANCISCO,33,Office/outpatient visit est,,240,no,16,
RAMINENI V. RAO,FREMONT,42,Office/outpatient visit est,,13,no,10,
STUART BUSSEY,WALNUT CREEK,36,Office/outpatient visit est,,29,no,12,
SHANAZ KHAMBATTA,VACAVILLE,15,Office/outpatient visit est,,160,no,18,
RUTH ROTHMAN,PALO ALTO,39,Office/outpatient visit est,,540,no,12,
HABIB TOBBAGI,SAN JOSE,43,Office/outpatient visit est,,27,no,10,
KRISTIN RAZZECA,MOUNTAIN VIEW,30,Office/outpatient visit est,,86,no,9,
ELIZABETH L. ETEMAD,GREENBRAE,19,Office/outpatient visit est,,305,no,18,
MARC P. CRUCIGER,SAN FRANCISCO,36,Office/outpatient visit est,,49,no,15,
JEFFREY BURACK,OAKLAND,26,Office/outpatient visit est,,25,no,10,
MICHAEL J. CORNELISON,CUPERTINO,17,Office/outpatient visit est,,64,no,13,
HAMID R. RASSAI,ANTIOCH,19,Office/outpatient visit est,,68,no,9,
SANJEEV TUMMALA,MOUNTAIN VIEW,23,Office/outpatient visit est,,11,no,5,
ANNE B. SIMONS,SAN FRANCISCO,,Office/outpatient visit est,,21,no,4,
MARC GRADMAN,PALO ALTO,38,Office/outpatient visit est,,230,no,10,
RAJESH SHINGHAL,SAN JOSE,18,Office/outpatient visit est,1998,57,no,8,
AKO A. JACINTHO,SAN FRANCISCO,,Office/outpatient visit est,,13,no,6,
ANDREW SOSS,BURLINGAME,29,Office/outpatient visit est,,27,no,7,
SOPHIA N. MIRVISS,SAN FRANCISCO,,Office/outpatient visit est,304,82,no,8,
TRACY T. PHILLIPS,SAN PABLO,16,Office/outpatient visit est,,77,no,9,
GAYATRI P. REDDY,SAN FRANCISCO,,Office/outpatient visit est,,54,no,14,
PEGGY H. CHEN,FREMONT,8,Office/outpatient visit est,,14,no,7,
GIOVANNI BEGOSSI,OAKLAND,20,Office/outpatient visit est,,23,no,13,
ROBERT VAN HERICK,NOVATO,,Office/outpatient visit est,,288,no,19,
SARAH ROBINSON,PALO ALTO,17,Office/outpatient visit est,,31,no,5,
KO-MYONG LIEU,SAN FRANCISCO,41,Office/outpatient visit est,,386,no,20,
JEANETTE AVILES,REDWOOD CITY,20,Office/outpatient visit est,,130,no,14,
PAULA C. ASMUS,RICHMOND,24,Office/outpatient visit est,,15,no,12,
ANNA M. LIESS,MOUNTAIN VIEW,8,Office/outpatient visit est,,100,no,11,
TAFT P. BHUKET,BERKELEY,15,Office/outpatient visit est,,17,no,8,
MARCIA C. PECK,CASTRO VALLEY,14,Office/outpatient visit est,,28,no,5,
DAVID D. OAKES,SAN JOSE,,Office/outpatient visit est,,42,no,8,
ANTHONY P. KOSINSKI,PETALUMA,21,Office/outpatient visit est,,86,no,14,
THANHUYEN T. LE,SAN JOSE,20,Office/outpatient visit est,,85,no,9,
CHRISTI M. CANNON,SANTA ROSA,10,Office/outpatient visit est,,23,no,9,
VANDANA DUGGAL,PLEASANTON,12,Office/outpatient visit est,,28,no,11,
JIM Y. WU,VACAVILLE,,Office/outpatient visit est,450,117,no,12,
SHARON J. JONES,SAN PABLO,25,Office/outpatient visit est,,63,no,8,
CORITO S. TOLENTINO,MOUNTAIN VIEW,33,Office/outpatient visit est,,20,no,9,
ALI A. ZAKI,SAN JOSE,43,Office/outpatient visit est,,15,no,9,
AMY N. SPLITTER HUBBARD,OAKLAND,13,Office/outpatient visit est,,130,no,9,
SEAN M. DOUGHERTY,PLEASANTON,5,Office/outpatient visit est,,39,no,7,
JOANNA LOSITO,MOUNTAIN VIEW,29,Office/outpatient visit est,,234,no,11,
LEENA BADHWAR,LOS GATOS,28,Office/outpatient visit est,1257,90,no,6,
ALICE CANNAN,BERKELEY,29,Office/outpatient visit est,,13,no,6,
RICHARD J. WRIGHT,FREMONT,8,Office/outpatient visit est,,13,no,8,
LAWRENCE R. COOPER,SANTA ROSA,21,Office/outpatient visit est,,850,no,19,
ROBIN PRICE,FAIRFIELD,5,Office/outpatient visit est,,43,no,14,
SHIVINDER B. KAUR,ALAMEDA,39,Office/outpatient visit est,,15,no,8,
STEVEN C. CHANG,SAN FRANCISCO,,Office/outpatient visit est,,20,no,4,
SHAHIN REZAI,CONCORD,21,Office/outpatient visit est,,46,no,13,
ARATI M. DUNBAR,REDWOOD CITY,23,Office/outpatient visit est,,114,no,14,
SAKTI DAS,MARTINEZ,51,Office/outpatient visit est,,17,no,4,
KIRSTIN WOO,LOS ALTOS,11,Office/outpatient visit est,,25,no,7,
JOHN W. PARK,SAN FRANCISCO,28,Office/outpatient visit est,,52,no,8,
RHONDA MALINAO,PALO ALTO,,Office/outpatient visit est,,14,no,4,
DIANA AUNG,SAN JOSE,16,Office/outpatient visit est,,16,no,5,
DONALD R. DOSSETT,SOUTH SAN FRANCISCO,43,Office/outpatient visit est,,22,no,11,
JARET BUTLER,MOUNTAIN VIEW,10,Office/outpatient visit est,,28,no,12,
KARL LEE,DALY CITY,22,Office/outpatient visit est,,16,no,4,
MYHOANG P. NGUYEN,PLEASANT HILL,,Office/outpatient visit est,,34,no,13,
MARIETTA F. ABALOS-GALITO,SAN JOSE,25,Office/outpatient visit est,3101,212,no,7,
JOSEPHINE AGBOWO,OAKLAND,6,Office/outpatient visit est,,14,no,4,
ROBERT PARK,PETALUMA,43,Office/outpatient visit est,,25,no,13,
ANITA BHANDIA,FREMONT,29,Office/outpatient visit est,,12,no,9,
SHELLY Y. SHEPPARD,ALAMEDA,16,Office/outpatient visit est,,18,no,6,
MONICA SWEET,SAN JOSE,,Office/outpatient visit est,,41,no,10,
MICHELLE A. MALCOLMSON,SAN FRANCISCO,9,Office/outpatient visit est,,100,no,17,
SANDI E. MATARANGAS,SAN JOSE,15,Office/outpatient visit est,,348,no,17,
WILLIAM P. STEWART,DANVILLE,35,Office/outpatient visit est,,29,no,6,
WAYNEAB TRUNEH,SUNNYVALE,21,Office/outpatient visit est,,20,no,6,
SUNNY WANG,SAN FRANCISCO,,Office/outpatient visit est,,35,no,6,
FRANK S. TZENG,CONCORD,36,Office/outpatient visit est,,167,no,19,
ROGER A. KLEIN,SANTA ROSA,33,Office/outpatient visit est,,30,no,13,
DAVID H. LIN,DANVILLE,37,Office/outpatient visit est,,11,no,8,
KULVEEN SACHDEVA,SAN RAMON,32,Office/outpatient visit est,,20,no,5,
MICHAEL G. KIYOMOTO,BERKELEY,32,Office/outpatient visit est,,90,no,11,
MARK J. DAVIS,SAN MATEO,,Office/outpatient visit est,,40,no,14,
TOBY GOTTHEINER,PALO ALTO,45,Office/outpatient visit est,,386,no,14,
SAMPATH K. RAMAKRISHNAN,PLEASANTON,25,Office/outpatient visit est,,152,no,13,
NORMA J. WAXMAN,SAN FRANCISCO,26,Office/outpatient visit est,,38,no,8,
SHELLI S. BODNAR,FREMONT,19,Office/outpatient visit est,254,49,no,12,
HAYA R. RUBIN,MOUNTAIN VIEW,32,Office/outpatient visit est,,13,no,11,
PARUL PATEL,SAN FRANCISCO,16,Office/outpatient visit est,,37,no,6,
SHELLY MARAMONTE,BENICIA,21,Office/outpatient visit est,,48,no,15,
ZELJKO MILOVANOVIC,SAN FRANCISCO,17,Office/outpatient visit est,,33,no,6,
BARRY R. HORN,BERKELEY,46,Office/outpatient visit est,,62,no,10,
SHERI L. TASK,HAYWARD,22,Office/outpatient visit est,,49,no,10,
VANINA GUNARTO,OAKLAND,11,Office/outpatient visit est,,36,no,12,
ANTHONY J. LOPRESTI,VALLEJO,41,Office/outpatient visit est,,247,no,12,
MARGARET CHEN,SAN FRANCISCO,36,Office/outpatient visit est,,47,no,13,
SUNG W. CHOI,SAN FRANCISCO,,Office/outpatient visit est,338,332,no,8,
MICHAEL S. OHOLLERAN,SAN CARLOS,37,Office/outpatient visit est,,75,no,12,
MARK M. MOASSER,SAN FRANCISCO,26,Office/outpatient visit est,,88,no,10,
BRUCE ALLEN,BURLINGAME,40,Office/outpatient visit est,,17,no,10,
ALFREDO RAMIREZ,SAN JOSE,54,Office/outpatient visit est,1284,689,no,13,
MARK M. SALEH,MENLO PARK,16,Office/outpatient visit est,,18,no,4,
MARK M. SEGALL,LOS GATOS,42,Office/outpatient visit est,,66,no,15,
MARK MAUS,FAIRFIELD,31,Office/outpatient visit est,,109,no,17,
STANLEY P. LEONG,SAN FRANCISCO,40,Office/outpatient visit est,,18,yes,-7,
YASMEEN M. HAQ,SAN JOSE,33,Office/outpatient visit est,,29,no,7,
BERNHARD A. VOTTERI,REDWOOD CITY,,Office/outpatient visit est,,31,no,6,
ARCHANA P. REDDY,CASTRO VALLEY,17,Office/outpatient visit est,,17,no,12,
ALAN S. WONG,SARATOGA,29,Office/outpatient visit est,,20,no,10,
CRAWFORD CHUNG,SAN FRANCISCO,43,Office/outpatient visit est,,87,yes,3,
STEVEN T. WOOLSON,REDWOOD CITY,,Office/outpatient visit est,,42,no,15,
SPENCER K. MARTIN,BRENTWOOD,,Office/outpatient visit est,,70,no,9,
MARY E. KILKENNY,CAMPBELL,29,Office/outpatient visit est,,59,no,10,
JEFFREY A. WHERRY,PLEASANTON,21,Office/outpatient visit est,,21,no,4,
BRUCE E. THOMPSON,OAKLAND,,Office/outpatient visit est,,47,no,15,
DAVID A. CHARP,SANTA ROSA,44,Office/outpatient visit est,,17,no,10,
ANTHONY LIU,SAN MATEO,7,Office/outpatient visit est,,41,no,10,
EMILY CABEBE,SANTA CLARA,11,Office/outpatient visit est,,78,no,10,
ANN K. KAO,LARKSPUR,29,Office/outpatient visit est,,16,no,12,
RICHARD J. LUCIANO,SAN MATEO,,Office/outpatient visit est,,32,no,10,
JAMES D. KELLY,SAN FRANCISCO,25,Office/outpatient visit est,,133,no,14,
BRIAN S. LIPSON,REWOOD CITY,31,Office/outpatient visit est,780,190,no,8,
KURT R. WHARTON,LAFAYETTE,30,Office/outpatient visit est,,27,no,13,
NANCY N. SALAMA,FREMONT,20,Office/outpatient visit est,,114,no,13,
REZA NEIL,GILROY,40,Office/outpatient visit est,,445,no,20,
KIM V. LE,REDWOOD CITY,10,Office/outpatient visit est,,15,no,3,
ESTHER Q. CATALYA,PLEASANT HILL,41,Office/outpatient visit est,,22,no,13,
REX E. MOULTON-BARRETT,ALAMEDA,30,Office/outpatient visit est,,40,no,10,
GIHAN S. FARAG,VALLEJO,25,Office/outpatient visit est,,22,no,8,
MINH NHAT V. LE,SAN JOSE,13,Office/outpatient visit est,,18,no,6,
VERONICA VUKSICH,SANTA ROSA,23,Office/outpatient visit est,,125,no,18,
FLORENCE GARRETT,SUNNYVALE,20,Office/outpatient visit est,,112,no,14,
MILTON N. ESTES,SAN FRANCISCO,46,Office/outpatient visit est,,20,no,10,
ERICA MIKHLI,SUNNYVALE,,Office/outpatient visit est,,35,no,13,
SHIRLEY YU,PALO ALTO,8,Office/outpatient visit est,,26,no,8,
R BRUCE SCARBOROUGH,NAPA,36,Office/outpatient visit est,,42,no,11,
MARIANNE GHATTA,FREMONT,17,Office/outpatient visit est,,30,no,5,
NASER M. JAMAL,FAIRFIELD,15,Office/outpatient visit est,,703,no,11,
REKHA S. DHARMAJI,LOS GATOS,16,Office/outpatient visit est,,91,no,13,
CARLA M. PERISSINOTTO,SAN FRANCISCO,8,Office/outpatient visit est,,23,no,4,
JEROME GOLDSTEIN,SAN FRANCISCO,48,Office/outpatient visit est,441275,208,no,11,
RANDOLPH A. CHEN,BELMONT,15,Office/outpatient visit est,,208,no,15,
TERESA E. RUDLOWSKI,WALNUT CREEK,,Office/outpatient visit est,,20,no,7,
CAROL A. BUCHANAN,BRENTWOOD,29,Office/outpatient visit est,,26,no,6,
MARGARET FORSYTH,PALO ALTO,29,Office/outpatient visit est,,31,no,12,
PETER L. LEE,SAN FRANCISCO,37,Office/outpatient visit est,,35,yes,-2,
BARBARA B. CAMPBELL,MOUNTAIN VIEW,33,Office/outpatient visit est,,81,no,17,
CATHERINE B. EGELHOFF,ALAMEDA,,Office/outpatient visit est,,16,no,6,
PATRICK E. KAVANAUGH,CONCORD,37,Office/outpatient visit est,275,1056,no,13,
MICHAEL A. ZIMMERMAN,OAKLAND,16,Office/outpatient visit est,,92,no,14,
DAN D. HOPNER,LOS GATOS,36,Office/outpatient visit est,,257,no,18,
PHILIP T. HO,LOS GATOS,21,Office/outpatient visit est,,18,no,12,
MABEL A. LIM,OAKLAND,36,Office/outpatient visit est,254,21,no,9,
ROBERT I. KAHN,SAN FRANCISCO,39,Office/outpatient visit est,,135,no,10,
JACO FISHENFELD,SAN JOSE,48,Office/outpatient visit est,711,64,no,10,
MARSHAL D. ROSARIO,LOS GATOS,39,Office/outpatient visit est,,60,no,11,
FERNANDINA F. LO,PLEASANTON,34,Office/outpatient visit est,,117,no,17,
MATTHEW W. SMUCK,REDWOOD CITY,,Office/outpatient visit est,,21,no,5,
PETER D. EISENBERG,GREENBRAE,42,Office/outpatient visit est,,64,no,16,
MEREDITH FLORIAN,SAN FRANCISCO,,Office/outpatient visit est,,160,no,15,
SUSAN G. GORDON,MILPITAS,33,Office/outpatient visit est,,31,no,11,
REBECCA LEON,PALO ALTO,30,Office/outpatient visit est,,114,no,9,
MARGARET L. MEYER,SONOMA,,Office/outpatient visit est,,110,no,17,
REBECCA ASHE,SAN MATEO,23,Office/outpatient visit est,,111,no,14,
HOOTAN C. ROOZROKH,LOS GATOS,16,Office/outpatient visit est,,16,no,6,
WILLIAM S. BREALL,SAN FRANCISCO,60,Office/outpatient visit est,,267,no,15,
SUSAN ELGEE,PALO ALTO,,Office/outpatient visit est,,79,no,10,
REINA YUAN,PALO ALTO,16,Office/outpatient visit est,,36,no,9,
MARTHA E. CORCORAN,FAIRFIELD,27,Office/outpatient visit est,,14,no,7,
MATTHEW WALVICK,WALNUT CREEK,5,Office/outpatient visit est,,28,no,7,
MATTHEW MCCREARY,OAKLAND,,Office/outpatient visit est,,11,no,8,
RICHARD A. BELLER,NAPA,36,Office/outpatient visit est,,46,no,7,
SHALINI SUNDAR,FREMONT,13,Office/outpatient visit est,,73,no,10,
HELEN M. PILLSBURY,MOUNTAIN VIEW,24,Office/outpatient visit est,,120,no,10,
JON L. YANG,SAN FRANCISCO,7,Office/outpatient visit est,,90,yes,4,
JEANNETTE PETERSON,FAIRFIELD,14,Office/outpatient visit est,,208,no,18,
JONATHAN GOFF,LARKSPUR,13,Office/outpatient visit est,,253,no,17,
CHRISTOPHER J. HOBART,SAN FRANCISCO,,Office/outpatient visit est,,170,no,11,
KELLY RENEE MILLER,FREMONT,26,Office/outpatient visit est,,54,no,10,
ROSEANN F. GOREY,WALNUT CREEK,,Office/outpatient visit est,,37,no,14,
TRANG T NGO,FREMONT,13,Office/outpatient visit est,,16,no,5,
RALPH B. BERNSTEIN,OAKLAND,57,Office/outpatient visit est,,22,no,9,
MICHAEL R. MACDONALD,SAN FRANCISCO,26,Office/outpatient visit est,,19,no,11,
ANAND Y. MEHTA,SAN FRANCISCO,13,Office/outpatient visit est,,22,no,5,
STEPHEN S. SCHNEIDER,SAN FRANCISCO,44,Office/outpatient visit est,6931,289,no,6,
MARY K. CARDOZA,PITTSBURG,,Office/outpatient visit est,,77,no,13,
RAUL A. VERNAL,LOS GATOS,50,Office/outpatient visit est,,84,no,16,
ROBIN KNUTTEL,SONOMA,28,Office/outpatient visit est,,24,no,13,
MARDI R. KARIN,LOS GATOS,29,Office/outpatient visit est,,50,no,8,
MARTIN L. ROSSMAN,GREENBRAE,45,Office/outpatient visit est,,21,no,6,
DANIEL I. ROSENSTEIN,SAN JOSE,19,Office/outpatient visit est,,75,no,10,
MARGARET E. CRAIG,WALNUT CREEK,,Office/outpatient visit est,,13,no,5,
GRETA F. CLARKE,BERKELEY,47,Office/outpatient visit est,,117,no,16,
SUSAN L. LEWIS,SAN FRANCISCO,22,Office/outpatient visit est,,92,no,12,
MARY M. RUDOLPH,MENLO PARK,32,Office/outpatient visit est,,27,no,12,
SUE K. ARAKAKI,SAN MATEO,23,Office/outpatient visit est,,63,no,16,
STEVEN L. MCINTIRE,SAN FRANCISCO,,Office/outpatient visit est,,71,no,13,
JENNIFER T. LEE,SANTA ROSA,11,Office/outpatient visit est,,251,no,10,
MARY HUFTY,PALO ALTO,38,Office/outpatient visit est,,162,no,9,
AMY L. GONSIER,SAN JOSE,29,Office/outpatient visit est,,17,no,11,
DILSHAD KEKOBAD,SANTA CLARA,12,Office/outpatient visit est,,61,no,7,
MINDY E. GOLDMAN,SAN FRANCISCO,25,Office/outpatient visit est,,14,no,5,
DAVID J. WAGGONER,SAN JOSE,35,Office/outpatient visit est,,63,no,11,
TOWIE FONG,SAN FRANCISCO,41,Office/outpatient visit est,,1062,no,16,
HILLARY G. REDLIN,SAN FRANCISCO,16,Office/outpatient visit est,,12,no,10,
